"","datetime","city","country","shape"
"47154",2020-05-15,"longview","us","light"
"88169",2019-09-07,"madison","us","light"
"50620",2019-05-05,"zarafshan (uzbekistan)",NA,"sphere"
"85385",2020-09-23,"bothell","us","triangle"
"86371",2020-09-27,"anthony","us",NA
"56714",2020-06-22,"gary","us","light"
"31907",2020-02-26,"taunton","us","oval"
"56103",2020-06-20,"glen mills","us","disk"
"74270",2020-08-16,"lapeer","us","triangle"
"57733",2020-06-26,"loganville","us","light"
"27064",2020-01-03,"st. petersburg","us","oval"
"13041",2020-11-21,"tustin","us","changing"
"3642",2020-10-20,"falls village","us","cigar"
"44101",2020-04-29,"midway","us","diamond"
"70775",2020-07-08,"powell","us","circle"
"27865",2020-01-07,"collinsville","us","light"
"45359",2020-04-08,"corning","us","other"
"31053",2020-02-02,"portland","us","unknown"
"57093",2020-06-23,"kingsport","us","triangle"
"78267",2020-08-30,"meridian","us","other"
"33061",2020-02-07,"johnstown","us","triangle"
"36909",2020-03-23,"anthony","us","flash"
"41210",2019-04-16,"south royalton","us","disk"
"61562",2019-07-01,"monroe","us","triangle"
"61135",2020-07-11,"grande prairie (canada)","ca","fireball"
"2095",2019-10-15,"lawton","us","sphere"
"12367",2020-01-01,"olivehurst","us","oval"
"59802",2019-06-06,"hicksville (long island)","us","circle"
"73939",2020-08-15,"cleveland","us","diamond"
"19762",2020-12-12,"dearing","us","fireball"
"63776",2020-07-16,"vancouver","us","flash"
"20802",2020-12-17,"san jose","us","light"
"24762",2020-01-24,"fort myers","us","light"
"31502",2020-02-24,"tucson","us","light"
"79703",2020-08-06,"hartford","us","light"
"64452",2019-07-19,"mojave","us","light"
"64094",2020-07-17,"lehi","us","light"
"68487",2019-07-04,"st. louis","us","light"
"81458",2020-09-01,"hillsboro","us","light"
"88560",2020-09-08,"volo","us","other"
"25810",2020-01-27,"ellicott city","us","other"
"31146",2020-02-22,"tustin","us","other"
"14545",2020-11-26,"guthrie","us","oval"
"24239",2019-12-03,"albany","us","oval"
"72476",2020-08-12,"didsbury (canada)","ca","triangle"
"56648",2020-06-22,"gainsville (near)",NA,"triangle"
"11169",2019-11-17,"sector 18",NA,NA
"86460",2019-09-28,"copley",NA,NA
"51824",2019-06-11,"puyallup","us",NA
"53017",2019-06-01,"gonzales","us","changing"
"78687",2020-08-31,"orem","us","disk"
"76330",2020-08-22,"washington","us","unknown"
"37927",2020-03-30,"solihull (uk/england)","gb","cigar"
"22119",2020-12-22,"jacksonville","us","fireball"
"19869",2020-12-13,"visalia","us","light"
"39469",2020-03-09,"mesa","us","rectangle"
"38227",2020-03-31,"fair oaks","us","circle"
"83501",2020-09-17,"montevrain (france)",NA,"circle"
"70601",2020-07-07,"johnstown","us","circle"
"30697",2019-02-21,"yakima","us",NA
"20516",2020-12-16,"moree (australia)","au","formation"
"64324",2020-07-18,"amman (jordan)",NA,"light"
"49705",2020-05-28,"joplin","us","disk"
"78551",2020-08-31,"culver city","us","cigar"
"11572",2020-11-18,"westminster","us","cigar"
"78048",2020-08-29,"worcester (uk/england)","gb","circle"
"41666",2020-04-18,"arizona (on highway)",NA,"circle"
"1488",2020-10-13,"san francisco","us","circle"
"33111",2020-02-07,"morganville","us","cylinder"
"14305",2020-11-25,"elmhurst","us","disk"
"38259",2019-03-03,"wendover","us","disk"
"27592",2020-01-06,"hesperia (sse of)","us","disk"
"67272",2020-07-29,"hamilton (uk/scotland)","gb","egg"
"57593",2020-06-25,"watson","us","fireball"
"29239",2020-02-13,"franklin","us","fireball"
"45003",2020-04-06,"san francisco","us","fireball"
"72204",2020-08-01,"fullerton","us","flash"
"38028",2020-03-30,"ann arbor","us","light"
"19667",2020-12-12,"summerville","us","light"
"12378",2020-01-01,"fresno","us","light"
"25956",2020-01-27,"scranton","us","light"
"44476",2020-04-03,"tegucigalpa (honduras)",NA,"light"
"82613",2019-09-15,"grand prairie","us","light"
"7011",2020-10-04,"new york city (brooklyn)","us","other"
"19742",2020-12-12,"baltimore","us","other"
"44160",2019-04-30,"sinton","us","oval"
"41148",2020-04-15,"chico","us","oval"
"55544",2020-06-18,"centreville","us","sphere"
"55340",2020-06-17,"calgary (canada)","ca","sphere"
"10671",2020-11-15,"brampton (canada)","ca","sphere"
"85457",2020-09-23,"myrtle beach","us","sphere"
"2396",2020-10-15,"winchester","us","triangle"
"66015",2020-07-24,"maryland",NA,"triangle"
"36414",2019-03-02,"hometown","us","triangle"
"35756",2020-03-18,"gibson","us","triangle"
"55713",2020-06-19,"grand rapids","us","triangle"
"4714",2020-10-24,"zanesville","us",NA
"32964",2020-02-06,"plainfield","us","circle"
"68184",2020-07-03,"red bank","us","changing"
"46401",2020-05-12,"molalla","us","disk"
"37850",2020-03-29,"crandon","us","light"
"78953",2019-08-04,"lahaina","us","chevron"
"64140",2020-07-17,"table top mountain",NA,"cigar"
"64886",2020-07-20,"shoreview","us","cigar"
"59991",2020-06-06,"mukwonago","us","circle"
"75619",2020-08-20,"baltimore",NA,"circle"
"33500",2019-03-10,"whittier","us","circle"
"76265",2020-08-22,"greensboro","us","diamond"
"23619",2019-12-30,"livingston","us","fireball"
"67565",2020-07-30,"airdrie (canada)","ca","light"
"4655",2019-10-24,"musquodoboit harbour (canada)","ca","other"
"23787",2019-12-31,"warren","us","other"
"76056",2020-08-02,"brady","us","other"
"56526",2020-06-02,"williston","us","oval"
"18794",2020-12-10,"penn valley","us","teardrop"
"80191",2020-08-08,"chula vista","us","circle"
"82226",2019-09-14,"lilburn","us","disk"
"2144",2019-10-15,"winston-salem","us","sphere"
"77572",2020-08-27,"wheaton","us","cigar"
"41073",2020-04-15,"glasgow (uk/scotland))","gb","fireball"
"42698",2020-04-22,"golden valley","us","fireball"
"2127",2019-10-15,"rosburg","us","triangle"
"69218",2020-07-04,"underwood","us","light"
"32698",2020-02-05,"split lake (canada)","ca","circle"
"50279",2020-05-03,"st. clair (outside of)","us","light"
"43495",2020-04-26,"salt lake city","us","oval"
"45516",2020-04-09,"charlotte","us","oval"
"38920",2020-03-06,"henrietta","us","rectangle"
"58799",2019-06-30,"millinocket","us","triangle"
"67201",2020-07-28,"liberty boro",NA,"triangle"
"13112",2020-11-21,"tucson","us","unknown"
"84039",2020-09-19,"cape elizabeth","us","circle"
"83828",2020-09-19,"capitola","us","cone"
"29381",2020-02-14,"annville","us","diamond"
"55535",2020-06-18,"troy","us","diamond"
"61739",2020-07-01,"milwaukee","us","disk"
"41478",2020-04-17,"philadelphia","us","disk"
"34486",2019-03-13,"sciotoville","us","formation"
"19553",2020-01-21,"hampton bays","us","light"
"34819",2020-03-14,"st. petersburg","us","light"
"54903",2020-06-15,"frisco","us","light"
"37147",2020-03-25,"palm springs","us","light"
"36142",2020-03-20,"newark (uk/england)","gb","light"
"31318",2020-02-23,"leonardtown","us","sphere"
"75202",2020-08-19,"mcgregor","us","triangle"
"44983",2020-04-06,"mystic","us","triangle"
"29395",2020-02-14,"silverdale","us","triangle"
"56383",2020-06-21,"mcminnville","us","unknown"
"40476",2020-04-13,"meshkin shahr (and several cities) (iran)",NA,NA
"72114",2020-08-01,"dorchester (uk/england)","gb","flash"
"25964",2020-12-07,"fayetteville","us","circle"
"38997",2020-03-07,"saranac","us","light"
"65821",2020-07-23,"fort worth","us","unknown"
"4232",2020-10-22,"liverpool","us","unknown"
"84477",2020-09-21,"cushing","us","fireball"
"1613",2019-10-14,"ponca city (south of)","us",NA
"33409",2020-02-09,"san diego","us","disk"
"73047",2019-08-14,"ottawa (west of) (canada)","ca","sphere"
"61646",2020-07-01,"monrovia","us","rectangle"
"70789",2020-07-08,"travelers rest","us","fireball"
"31892",2020-02-26,"east stroudsburg","us","triangle"
"47618",2020-05-17,"grant","us","teardrop"
"34875",2020-03-14,"sterling","us","triangle"
"83363",2020-09-17,"phoenix","us","sphere"
"85857",2020-09-25,"pensacola","us","fireball"
"46459",2020-05-12,"colchester (esses&#44 england)",NA,"light"
"82848",2020-09-15,"abingdon","us","circle"
"58591",2019-06-30,"continental divide",NA,"oval"
"53088",2020-06-01,"willow brook",NA,"other"
"47658",2019-05-18,"carneys point","us","cylinder"
"64822",2020-07-20,"anaheim","us","teardrop"
"4075",2020-10-02,"marshalltown","us","triangle"
"24877",2020-01-24,"phoenix","us","light"
"28896",2020-02-01,"boise","us","circle"
"36255",2019-03-21,"san antonio","us","formation"
"8245",2020-01-10,"rockford","us","light"
"42506",2020-04-02,"springfield","us","unknown"
"32473",2019-02-04,"marblemount","us",NA
"76927",2019-08-25,"new york city","us","egg"
"45452",2020-04-09,"union (hood canal)","us","fireball"
"80128",2020-08-08,"tempe","us","flash"
"75302",2019-08-20,"cantwell (80 miles east of); clearwater mtns.",NA,"circle"
"16573",2020-11-05,"lincoln","us","sphere"
"9891",2020-11-13,"lincoln city","us","oval"
"52399",2019-06-01,"marshall","us","cigar"
"86867",2020-09-29,"st. stephen","us","unknown"
"71662",2020-08-11,"vacaville","us","light"
"10585",2020-11-15,"richmond hill","us","changing"
"27806",2020-01-07,"andover","us","chevron"
"15002",2020-11-28,"loveland","us","circle"
"28289",2020-01-09,"fairborn","us","fireball"
"54888",2020-06-15,"saraland","us","light"
"752",2020-10-01,"greene","us","oval"
"22841",2020-12-25,"king of prussia","us","oval"
"22039",2020-12-22,"mount pleasant","us","triangle"
"76585",2020-08-23,"perry hall","us","triangle"
"55445",2020-06-18,"anaheim","us","triangle"
"9906",2020-11-13,"los angeles","us","unknown"
"1405",2020-10-13,"dayton (wpafb)","us",NA
"35005",2019-03-15,"jackson","us",NA
"56996",2020-06-23,"heuvelton","us","triangle"
"40665",2020-04-14,"guelph (canada)","ca","triangle"
"44212",2020-04-30,"woodbridge","us","changing"
"33762",2020-03-11,"marana","us","chevron"
"14028",2019-11-24,"columbus","us","cigar"
"20149",2020-12-14,"floral city","us","cigar"
"39284",2020-03-08,"green bay","us","circle"
"79910",2020-08-07,"park ridge","us","circle"
"84101",2020-09-19,"albuquerque","us","circle"
"46873",2020-05-14,"austin","us","circle"
"7040",2020-10-04,"san jose","us","circle"
"45942",2020-05-11,"bloomington","us","circle"
"48520",2020-05-02,"los angeles","us","circle"
"43748",2020-04-27,"louisburg","us","circle"
"30310",2019-02-19,"rockyface",NA,"cylinder"
"24700",2020-01-24,"lake wales (east of )","us","disk"
"25412",2020-12-06,"charleston","us","fireball"
"3567",2020-10-20,"quincy","us","fireball"
"19509",2020-01-21,"jacksonville","us","fireball"
"51346",2020-05-08,"alameda","us","fireball"
"86766",2020-09-29,"tres pinos","us","flash"
"1840",2020-10-14,"nanuet","us","light"
"60943",2020-07-10,"berkeley springs","us","light"
"5520",2019-10-28,"sacramento","us","light"
"60627",2020-06-09,"pittsburgh","us","light"
"65452",2020-07-02,"nucla","us","light"
"41681",2020-04-18,"tubac","us","light"
"80208",2020-08-08,"brazil","us","light"
"26886",2020-01-31,"boston&#44 lincolnshire (uk/england)",NA,"light"
"88367",2020-09-07,"new orleans","us","light"
"26347",2019-12-09,"kalamazoo","us","light"
"66795",2020-07-27,"kimberly (canada)","ca","light"
"35882",2020-03-19,"laona","us","light"
"55844",2019-06-20,"rossmore (near belleville) (canada)",NA,"light"
"61700",2020-07-01,"decatur","us","light"
"4186",2020-10-22,"lebanon","us","light"
"22508",2020-12-24,"grand junction","us","other"
"48909",2019-05-24,"pacoima","us","other"
"55568",2020-06-18,"lincoln","us","other"
"21724",2020-12-02,"thousand oaks","us","oval"
"36824",2020-03-23,"amarillo","us","rectangle"
"16143",2020-11-04,"north hollywood","us","rectangle"
"48869",2020-05-23,"thornton heath (uk/england)","gb","rectangle"
"49129",2020-05-25,"muscatine","us","rectangle"
"35624",2020-03-17,"middletown","us","sphere"
"83370",2020-09-17,"eureka","us","triangle"
"12199",2020-01-01,"tampa","us","triangle"
"43744",2020-04-27,"houma (raceland?)","us","triangle"
"71417",2020-08-10,"layton&#44 roy&#44 ogden areas",NA,"triangle"
"59566",2020-06-04,"port macquarie (australia)","au","triangle"
"65389",2020-07-02,"london (uk/england)","gb","triangle"
"61818",NA,"lafollette",NA,"triangle"
"72032",2019-08-01,"pierre","us","unknown"
"15526",2020-11-03,"rockledge","us","unknown"
"24897",2020-01-24,"portsmouth","us","unknown"
"76148",2019-08-22,"seatac","us","unknown"
"1319",2020-10-12,"springboro","us","unknown"
"76168",2019-08-22,"tempe","us",NA
"88615",2020-09-08,"thunder bay",NA,"unknown"
"24199",2020-12-31,"huntsville","us","changing"
"69693",2019-07-05,"lake vermillion",NA,"disk"
"4354",2020-10-22,"wellsville","us","fireball"
"8544",2020-11-10,"coimbra (portugal)",NA,"light"
"87877",2020-09-05,"clarksvile",NA,"light"
"10140",2020-11-14,"petaluma","us","light"
"70893",2020-07-09,"torrington","us","light"
"86821",2020-09-29,"freer","us","other"
"65717",2019-07-23,"bowling green","us","other"
"59761",2020-06-05,"alpharetta","us","sphere"
"25526",2020-01-26,"owasso","us","triangle"
"84149",2019-09-20,"tucson","us","unknown"
"86440",2020-09-27,"myrtle beach","us","unknown"
"11177",2019-11-17,"seattle","us",NA
"73351",2019-08-15,"oneonta","us","oval"
"79962",2020-08-07,"sheridan","us","light"
"48239",2020-05-20,"mississauga (canada)","ca","chevron"
"65660",2020-07-22,"rutland","us","fireball"
"23890",2020-12-31,"east mesa","us","fireball"
"85224",2020-09-22,"russell springs","us","flash"
"67578",2020-07-30,"steger","us","fireball"
"87617",2020-09-04,"plainfield","us","other"
"86243",2020-09-26,"arlington","us","sphere"
"7628",2020-10-07,"scandia","us","changing"
"46534",2020-05-12,"yorktown heights","us","circle"
"83801",2020-09-19,"fairfield","us","fireball"
"5565",2020-10-28,"laramie","us","fireball"
"33972",2019-03-01,"byron","us","formation"
"49777",2019-05-29,"las vegas","us","formation"
"63697",2019-07-16,"puyallup","us","other"
"88451",2020-09-08,"pacheco","us","changing"
"59166",2020-06-30,"chicago","us","teardrop"
"12817",2020-11-20,"trinity","us","changing"
"46919",2019-05-15,"burlington","us","disk"
"57269",2020-06-24,"tomball","us","light"
"72962",2020-08-13,"phoenix","us","disk"
"23460",2020-12-29,"jacksonville","us","fireball"
"23069",2019-12-27,"clacton",NA,"fireball"
"77545",2020-08-27,"niota","us","light"
"5566",2020-10-28,"paramus","us","light"
"55566",2020-06-18,"ardenvoir","us","light"
"38440",2019-03-04,"golden valley","us","light"
"56150",2020-06-20,"pevek (russia)",NA,"other"
"80914",2020-09-11,"new york city (manhattan)","us","oval"
"8676",2020-11-10,"west orange","us","rectangle"
"68393",2019-07-04,"allenspark","us","teardrop"
"63813",2020-07-16,"doncaster",NA,"disk"
"23384",2020-12-28,"monitor","us","light"
"76521",2020-08-23,"westlake","us","light"
"54633",2020-06-15,"eugene","us","triangle"
"17759",2020-11-08,"new york city (brooklyn)","us","chevron"
"46651",2020-05-13,"perth (western australia)","au","cigar"
"44033",2020-04-29,"cheltenham","us","disk"
"40749",2020-04-14,"la puente","us","light"
"47919",2020-05-19,"pittsboro","us","light"
"64531",2020-07-19,"saskatoon (canada)","ca","other"
"59348",2020-06-03,"williamsburg","us","sphere"
"18742",2019-12-10,"woodbridge","us","teardrop"
"56161",2020-06-20,"abu dhabi (united arab emirates)",NA,"fireball"
"47329",2020-05-15,"buena park","us","light"
"20733",2020-12-17,"miami","us","triangle"
"54460",2019-06-15,"joplin","us",NA
"71968",NA,"new york city","us","oval"
"51290",2020-05-08,"larchmont","us","light"
"31455",2019-02-24,"chicago","us","fireball"
"52560",2019-06-01,"wakefield","us","egg"
"61770",2020-07-01,"hastings (canada)","ca","fireball"
"7754",2019-10-08,"sonora","us","light"
"31916",2020-02-26,"hillsboro","us","light"
"44506",2019-04-04,"folsom","us",NA
"73445",2019-08-15,"tierra verde","us","changing"
"56140",2020-06-20,"melvindale","us","light"
"2650",2020-10-16,"portage du fort (canada)",NA,"circle"
"13",2019-10-10,"bellmore","us","disk"
"75033",2020-08-19,"lakeville","us","light"
"18017",2020-11-08,"myrtle beach","us","sphere"
"1734",2020-10-14,"provincetown","us","circle"
"9368",2020-11-01,"cardiff (uk/wales)","gb","circle"
"77029",2020-08-25,"midland","us","oval"
"75527",2020-08-20,"springfield","us","triangle"
"76109",2020-08-02,"kennewick","us","triangle"
"22454",2020-12-24,"riverside","us","cigar"
"32047",2020-02-27,"litchfield beach","us","light"
"88248",2020-09-07,"redmond","us","other"
"54247",2019-06-15,"lowell","us","cigar"
"23528",2020-12-29,"revere","us","circle"
"1143",2020-10-12,"leeman (australia)","au","cone"
"85032",2019-09-22,"courtenay (canada)","ca","fireball"
"75281",2019-08-20,"winslow","us","formation"
"18218",2020-01-19,"wakefield","us","light"
"88223",2020-09-07,"guntersville","us","other"
"55428",2020-06-18,"broomfield","us","sphere"
"34947",2019-03-15,"needles","us","disk"
"51785",2020-06-10,"lima","us","circle"
"20361",2020-12-15,"winchester","us","flash"
"13425",2020-11-02,"berkeley","us","triangle"
"82370",2020-09-14,"burlington","us","unknown"
"71792",2019-08-01,"taftville","us","disk"
"40897",2019-04-15,"cabo rojo (puerto rico)",NA,"light"
"33028",2020-02-07,"sacramento","us","light"
"75839",2020-08-21,"franklin square","us","fireball"
"45223",2020-04-07,"la puente","us","light"
"66655",2020-07-26,"sioux falls","us","light"
"71416",2020-08-10,"thompson falls","us","light"
"73688",2019-08-15,"annapolis","us","triangle"
"3453",2019-10-20,"simi valley","us","light"
"23951",2020-12-31,"denver","us","triangle"
"19815",2020-12-13,"arlington","us","changing"
"73115",2020-08-14,"london (canada)","ca","triangle"
"38687",2020-03-05,"tavistock (uk/england)","gb","circle"
"35842",2019-03-19,"cleveland","us","cigar"
"54958",2020-06-15,"whiting","us","circle"
"81535",2020-09-01,"charlotte","us","fireball"
"83229",2020-09-16,"bridgeport","us","light"
"75872",2020-08-21,"green bay","us","oval"
"70611",2020-07-07,"vadnais heights","us","oval"
"83806",2020-09-19,"pueblo","us","triangle"
"18388",2020-01-19,"atkins","us","triangle"
"20873",2020-12-18,"joshua tree nat&#39l park",NA,NA
"10452",2020-11-15,"ringold",NA,"formation"
"67835",2020-07-31,"lima",NA,"sphere"
"50420",2020-05-03,"travelers rest","us","fireball"
"20101",2020-12-14,"stratford","us","circle"
"40147",2020-04-01,"cumming","us","disk"
"1367",2019-10-13,"boscobel","us","light"
"57189",2020-06-24,"india",NA,"cigar"
"19294",2020-01-21,"rockwall","us","other"
"23369",2020-12-28,"xenia","us","circle"
"38093",2019-03-31,"canoga park","us","disk"
"35718",2020-03-18,"danville","us","other"
